AD-ED,Reporting,Jo Jorgensen Jeremy Cohen,Donald J. Trump Michael R. Pence,WRITE-IN,Howie Hawkins Angela Nicole Walker,Joseph R. Biden Kamala D. Harris,Brock Pierce Karla Ballard
61-049,66.67%,0,14,1,0,105,0
61-050,66.67%,2,32,0,1,171,0
61-051,66.67%,1,75,0,0,246,0
61-052,99.00%,0,207,1,1,251,0
61-053,66.67%,0,10,0,2,190,0
61-054,99.00%,1,84,1,2,262,0
61-055,99.00%,1,73,4,2,472,1
61-056,99.00%,3,99,1,1,405,0
61-057,87.50%,3,203,1,3,392,1
61-058,99.00%,1,42,0,0,504,0
61-059,99.00%,0,78,1,2,350,0
61-060,99.00%,1,147,3,1,304,2
61-061,99.00%,1,46,0,0,458,0
61-062,87.50%,1,281,2,0,178,1
61-063,87.50%,0,53,0,0,54,0
61-064,99.00%,0,36,1,1,136,0
61-065,66.67%,0,82,3,3,367,1
61-066,99.00%,1,123,0,0,215,0
61-067,99.00%,2,180,0,1,403,0
61-068,50.00%,0,60,0,1,262,1
61-069,99.00%,1,139,3,2,378,0
61-070,50.00%,0,15,1,0,109,1
61-071,99.00%,3,283,0,4,195,1
61-072,99.00%,3,234,1,2,233,1
61-073,99.00%,1,63,4,1,494,2
61-074,66.67%,2,20,0,2,190,0
61-075,66.67%,0,49,0,1,178,0
61-076,99.00%,3,135,1,1,242,0
61-077,99.00%,2,26,1,3,313,1
61-078,99.00%,0,50,1,0,227,0
61-079,57.14%,0,0,0,0,0,0
62-001,57.14%,1,461,1,2,70,0
62-002,99.00%,3,608,3,2,132,1
62-003,99.00%,4,566,0,1,112,0
62-004,57.14%,2,470,1,1,118,0
62-005,99.00%,2,712,1,2,111,0
62-006,99.00%,1,485,1,3,137,0
62-007,99.00%,5,579,0,3,143,0
62-008,99.00%,0,547,2,2,142,0
62-009,99.00%,0,277,0,1,78,0
62-010,99.00%,1,383,1,0,105,0
62-011,99.00%,3,577,4,1,120,3
62-012,99.00%,3,500,0,2,117,1
62-013,99.00%,2,619,0,5,164,0
62-014,99.00%,1,426,1,0,113,0
62-015,88.89%,3,505,1,2,144,0
62-016,88.89%,2,415,3,1,175,0
62-017,88.89%,1,375,0,0,80,0
62-018,88.89%,1,415,0,2,61,1
62-019,99.00%,1,477,4,1,125,0
62-020,99.00%,6,559,1,0,114,0
62-021,99.00%,2,574,1,0,105,1
62-022,99.00%,4,535,1,0,127,0
62-023,99.00%,0,487,1,1,95,0
62-024,99.00%,3,456,0,3,146,0
62-025,99.00%,1,512,1,0,94,0
62-026,99.00%,1,411,4,3,200,0
62-027,99.00%,5,635,2,1,156,1
62-028,99.00%,2,541,3,1,152,1
62-029,99.00%,4,530,0,1,116,0
62-030,99.00%,0,604,1,1,147,0
62-031,99.00%,0,572,0,1,145,1
62-032,99.00%,5,530,0,0,101,0
62-033,99.00%,3,544,3,1,152,0
62-034,99.00%,5,637,1,3,180,1
62-035,99.00%,3,569,1,0,123,1
62-036,99.00%,1,504,1,1,125,1
62-037,99.00%,1,590,2,0,123,0
62-038,99.00%,5,540,2,1,157,1
62-039,99.00%,4,578,0,2,128,1
62-040,99.00%,3,591,0,0,155,0
62-041,99.00%,1,569,1,1,129,2
62-042,99.00%,4,576,2,0,176,2
62-043,99.00%,6,560,2,1,154,0
62-044,99.00%,3,501,1,1,150,1
62-045,99.00%,4,507,0,0,96,0
62-046,99.00%,1,545,1,2,136,0
62-047,99.00%,4,536,2,2,121,0
62-048,99.00%,3,475,2,0,124,0
62-049,99.00%,1,467,1,1,158,0
62-050,87.50%,1,536,1,1,131,0
62-051,87.50%,2,433,1,4,141,0
62-052,87.50%,2,503,1,1,151,0
62-053,87.50%,2,470,2,1,137,0
62-054,99.00%,1,515,3,2,152,1
62-055,87.50%,6,483,2,2,146,2
62-056,99.00%,5,488,2,4,178,0
62-057,99.00%,6,543,2,1,151,1
62-058,99.00%,1,554,3,4,159,0
62-059,99.00%,1,468,0,0,151,0
62-060,85.71%,4,519,2,3,157,1
62-061,99.00%,3,569,0,2,162,0
62-062,99.00%,1,552,0,0,136,2
62-063,85.71%,3,313,1,0,132,2
62-064,80.00%,1,271,1,0,92,0
62-065,85.71%,6,527,2,1,136,0
62-066,80.00%,1,500,0,0,107,0
62-067,80.00%,2,388,3,3,155,0
62-068,80.00%,2,369,1,1,179,0
62-069,80.00%,0,293,1,5,102,0
62-070,99.00%,0,254,0,2,117,0
62-071,85.71%,1,416,3,1,182,4
62-072,85.71%,0,400,0,2,129,0
62-073,80.00%,5,344,1,0,117,0
62-074,99.00%,6,591,1,0,101,1
62-075,99.00%,3,553,1,2,153,0
62-076,99.00%,2,657,2,0,112,2
62-077,57.14%,0,496,0,0,97,0
62-078,99.00%,5,628,1,1,136,0
62-079,99.00%,0,415,0,2,87,0
62-080,88.89%,0,588,2,1,171,1
62-081,88.89%,3,555,2,0,109,1
62-082,99.00%,2,529,2,5,116,0
62-083,99.00%,2,660,3,1,121,0
62-084,99.00%,4,621,2,3,112,0
62-085,80.00%,0,293,1,1,130,0
62-086,99.00%,3,486,1,1,135,1
62-087,99.00%,0,0,0,0,0,0
62-088,99.00%,0,0,0,0,0,0
63-001,99.00%,4,509,2,2,198,0
63-002,99.00%,1,410,0,7,242,0
63-003,99.00%,2,254,1,0,167,0
63-004,99.00%,3,520,2,0,138,0
63-005,99.00%,0,450,0,1,121,1
63-006,99.00%,6,425,1,3,142,2
63-007,99.00%,0,337,0,2,239,0
63-008,99.00%,3,473,1,0,223,1
63-009,99.00%,0,41,0,0,19,0
63-010,87.50%,1,103,0,0,185,0
63-011,66.67%,2,198,0,2,147,0
63-012,66.67%,0,147,0,0,113,0
63-013,99.00%,1,296,1,5,299,0
63-014,99.00%,7,376,3,1,221,0
63-015,87.50%,0,356,0,7,197,1
63-016,99.00%,2,273,0,0,171,1
63-017,87.50%,0,83,1,2,96,0
63-018,99.00%,5,487,3,4,206,0
63-019,99.00%,3,331,0,0,163,0
63-020,80.00%,1,191,0,1,78,0
63-021,87.50%,0,310,1,0,159,4
63-022,87.50%,2,335,4,3,148,2
63-023,87.50%,0,335,0,1,184,0
63-024,70.00%,4,289,1,0,170,0
63-025,70.00%,0,273,0,0,108,2
63-026,70.00%,1,375,2,1,97,0
63-027,99.00%,2,438,2,1,203,0
63-028,99.00%,4,357,0,0,148,0
63-029,71.43%,0,293,2,1,142,1
63-030,71.43%,4,271,1,2,232,1
63-031,87.50%,1,300,1,0,248,0
63-032,87.50%,3,363,1,2,228,1
63-033,87.50%,4,445,0,0,238,0
63-034,87.50%,2,424,0,0,182,0
63-035,99.00%,1,466,1,9,219,0
63-036,87.50%,1,314,0,1,221,0
63-037,87.50%,0,133,0,1,209,0
63-038,87.50%,1,86,1,1,252,1
63-039,87.50%,0,59,0,0,228,0
63-040,87.50%,0,49,1,0,135,0
63-041,87.50%,1,9,2,0,103,0
63-042,99.00%,3,37,1,1,409,1
63-043,99.00%,0,87,1,0,501,0
63-044,99.00%,1,73,1,3,505,2
63-045,99.00%,3,73,3,3,413,0
63-046,99.00%,4,421,1,1,161,0
63-047,99.00%,1,431,2,2,205,3
63-048,85.71%,1,468,2,1,139,1
63-049,75.00%,1,278,1,1,125,0
63-050,75.00%,3,332,0,1,113,1
63-051,75.00%,0,291,1,1,158,1
63-052,99.00%,0,339,1,3,148,0
63-053,99.00%,6,366,1,1,254,2
63-054,99.00%,1,340,2,3,245,2
63-055,99.00%,2,372,0,0,260,0
63-056,70.00%,3,195,1,0,144,1
63-057,70.00%,3,359,0,1,131,0
63-058,70.00%,1,326,1,1,177,2
63-059,57.14%,0,248,1,2,132,1
63-060,99.00%,4,214,0,2,147,0
63-061,99.00%,2,289,1,4,266,0
63-062,99.00%,1,261,5,0,144,0
63-063,99.00%,2,463,2,3,249,3
63-064,87.50%,6,401,1,0,193,1
63-065,57.14%,2,267,0,1,184,0
63-066,87.50%,3,365,3,5,222,0
63-067,87.50%,3,389,2,3,214,0
63-068,99.00%,0,75,0,0,92,0
63-069,99.00%,0,315,1,1,184,2
63-070,99.00%,1,222,2,0,173,0
63-071,99.00%,0,77,1,1,334,0
63-072,99.00%,2,356,2,1,227,0
63-073,87.50%,2,278,0,0,220,1
63-074,99.00%,1,173,0,2,118,0
63-075,99.00%,2,75,2,0,297,1
63-076,87.50%,1,393,2,0,225,0
63-077,99.00%,1,332,0,4,197,1
63-078,99.00%,0,209,1,1,116,0
63-079,71.43%,3,278,0,0,119,0
63-080,87.50%,0,79,0,0,174,0
63-081,57.14%,1,190,1,0,86,0
63-082,99.00%,4,198,0,0,141,0
63-083,99.00%,2,281,4,2,308,0
63-084,66.67%,1,174,0,1,130,0
63-085,99.00%,1,457,3,1,186,1
63-086,99.00%,0,0,0,0,0,0
63-087,66.67%,0,0,0,0,0,0
63-088,99.00%,0,0,0,0,0,0
63-089,87.50%,0,0,0,0,0,0
63-090,99.00%,0,0,0,0,0,0
64-001,99.00%,0,489,1,3,122,1
64-002,99.00%,2,504,2,1,153,0
64-003,50.00%,3,316,0,0,92,0
64-004,50.00%,1,316,1,1,85,1
64-005,50.00%,3,365,2,0,120,1
64-006,99.00%,3,528,3,2,164,1
64-007,99.00%,1,583,1,1,163,2
64-008,50.00%,0,346,0,0,98,3
64-009,99.00%,1,388,1,3,114,0
64-010,99.00%,0,407,3,1,117,0
64-011,88.89%,0,143,1,1,48,1
64-012,88.89%,0,365,2,2,123,0
64-013,88.89%,1,169,1,0,72,0
64-014,88.89%,2,450,1,0,127,0
64-015,88.89%,3,432,1,2,136,0
64-016,55.56%,3,299,0,0,83,0
64-017,55.56%,2,282,0,2,104,3
64-018,75.00%,1,285,0,6,128,0
64-019,55.56%,1,125,0,1,162,0
64-020,75.00%,2,286,0,0,123,0
64-021,75.00%,2,299,0,0,115,0
64-022,55.56%,0,246,0,1,120,1
64-023,85.71%,1,345,2,2,110,0
64-024,71.43%,0,211,0,3,110,1
64-025,71.43%,0,249,0,0,113,1
64-026,85.71%,2,314,3,1,128,0
64-027,71.43%,1,210,1,0,98,1
64-028,99.00%,2,316,1,1,124,1
64-029,99.00%,4,388,0,3,184,0
64-030,99.00%,1,443,3,1,174,0
64-031,99.00%,2,354,0,2,199,0
64-032,99.00%,4,373,1,1,259,0
64-033,99.00%,3,411,1,2,149,2
64-034,99.00%,6,371,1,0,164,0
64-035,75.00%,4,237,0,0,127,0
64-036,99.00%,2,470,1,1,189,1
64-037,99.00%,0,355,1,1,151,0
64-038,75.00%,1,227,1,1,163,1
64-039,99.00%,3,346,0,1,205,0
64-040,99.00%,3,211,2,7,296,3
64-041,99.00%,0,438,0,2,190,2
64-042,99.00%,2,338,2,3,240,1
64-043,99.00%,4,336,1,2,170,1
64-044,99.00%,2,434,1,0,240,0
64-045,99.00%,1,309,3,0,225,2
64-046,99.00%,0,259,2,1,195,2
64-047,99.00%,4,330,1,1,264,2
64-048,88.89%,1,456,1,1,129,0
64-049,99.00%,0,282,0,1,257,0
64-050,99.00%,6,267,2,1,286,1
64-051,99.00%,2,263,6,0,307,1
64-052,99.00%,2,334,1,1,208,2
64-053,99.00%,3,331,0,1,243,2
64-054,50.00%,4,294,0,3,118,2
64-055,99.00%,2,400,2,0,179,1
64-056,55.56%,3,271,1,1,109,0
64-057,71.43%,0,244,1,1,83,1
64-058,99.00%,5,489,3,5,153,1
64-059,99.00%,3,379,1,3,180,0
64-060,99.00%,1,227,0,1,91,0
64-061,99.00%,4,240,0,3,216,1
64-062,75.00%,1,242,0,1,100,1
64-063,85.71%,0,290,1,1,139,1
64-064,99.00%,0,0,0,0,0,0
64-065,88.89%,0,0,0,0,0,0
64-066,99.00%,0,0,0,0,0,0
64-067,99.00%,0,0,0,0,0,0
64-068,99.00%,0,0,0,0,0,0
64-069,88.89%,0,0,0,0,0,0
64-070,99.00%,0,0,0,0,0,0
64-075,87.50%,0,136,2,1,203,1
64-076,99.00%,0,113,0,2,224,0
64-077,87.50%,0,149,1,2,214,0
64-078,87.50%,2,100,1,0,197,0
64-079,87.50%,0,74,2,3,161,1
64-080,87.50%,0,27,2,1,136,0
64-081,87.50%,2,78,2,2,148,0
64-082,87.50%,0,35,0,0,89,0
64-083,87.50%,1,158,0,1,254,1
64-084,87.50%,5,158,1,2,263,0
64-085,87.50%,1,131,3,2,237,0
64-086,87.50%,1,147,2,5,335,0
64-087,87.50%,2,83,0,0,167,0
64-088,87.50%,3,66,0,2,170,0
64-089,83.33%,2,205,0,0,140,1
64-090,50.00%,1,79,0,3,151,0
64-091,83.33%,0,96,1,0,61,0
64-092,87.50%,4,130,0,2,244,0
64-093,87.50%,0,101,2,1,190,0
64-094,99.00%,0,0,0,0,0,0
64-095,99.00%,0,0,0,0,0,0
64-096,83.33%,0,0,0,0,0,0
64-097,99.00%,0,0,0,0,0,0
64-098,83.33%,0,0,0,0,0,0
64-099,83.33%,0,0,0,0,0,0
65-001,88.89%,2,23,0,0,134,0
65-002,88.89%,2,17,1,1,136,0
65-003,57.14%,0,17,0,0,184,0
65-004,88.89%,1,15,0,0,139,0
65-005,57.14%,1,3,0,0,81,0
65-006,99.00%,1,34,1,0,210,0
65-007,99.00%,0,55,1,0,120,0
65-008,99.00%,0,53,1,1,165,0
65-009,50.00%,1,18,0,1,130,0
65-010,50.00%,1,19,0,0,175,1
65-011,50.00%,1,16,0,0,132,0
65-012,99.00%,1,20,0,0,72,0
65-013,99.00%,0,12,1,0,67,0
65-014,99.00%,1,25,0,0,119,0
65-015,99.00%,1,23,1,0,125,0
65-016,75.00%,0,30,3,0,211,0
65-017,99.00%,0,2,0,0,9,0
65-018,87.50%,0,13,1,1,95,0
65-019,83.33%,0,64,1,1,208,0
65-020,87.50%,0,10,0,0,74,0
65-021,87.50%,0,16,0,0,118,0
65-022,99.00%,1,112,2,2,319,0
65-023,99.00%,0,13,1,0,63,0
65-024,99.00%,1,16,1,0,98,0
65-025,83.33%,0,69,0,0,81,0
65-026,87.50%,0,27,0,0,52,0
65-027,87.50%,0,59,0,0,105,0
65-028,87.50%,0,11,0,1,99,0
65-029,99.00%,0,22,0,0,93,1
65-030,99.00%,0,16,0,0,99,0
65-031,99.00%,1,8,0,0,60,0
65-032,99.00%,0,31,0,1,143,0
65-033,99.00%,0,31,1,0,227,0
65-034,99.00%,0,29,0,0,117,0
65-035,99.00%,0,27,1,0,130,1
65-036,99.00%,1,22,1,1,129,1
65-037,99.00%,0,40,0,0,142,0
65-038,99.00%,1,34,0,0,194,1
65-039,99.00%,3,66,1,1,263,0
65-040,75.00%,2,31,0,1,225,0
65-041,75.00%,2,49,1,2,198,0
65-042,99.00%,0,24,0,1,151,0
65-043,75.00%,0,41,0,0,232,0
65-044,99.00%,0,42,0,1,218,0
65-045,99.00%,2,45,0,1,234,0
65-046,99.00%,0,17,0,1,116,0
65-047,99.00%,1,27,0,0,183,0
65-048,99.00%,0,46,1,2,272,0
65-049,99.00%,0,20,0,0,94,0
65-050,99.00%,0,10,1,1,93,0
65-051,99.00%,2,56,0,1,220,0
65-052,99.00%,0,18,0,0,138,0
65-053,99.00%,0,15,0,1,136,0
65-054,66.67%,0,4,0,0,120,0
65-055,99.00%,0,15,1,0,132,0
65-056,99.00%,0,37,0,1,209,0
65-057,99.00%,0,29,0,2,199,0
65-058,99.00%,2,42,4,4,334,0
65-059,99.00%,0,23,1,3,258,0
65-060,99.00%,2,66,0,2,257,1
65-061,99.00%,2,72,3,1,305,0
65-062,99.00%,2,57,5,2,262,0
65-063,99.00%,1,16,1,1,132,1
65-064,99.00%,3,13,0,0,143,1
65-065,99.00%,0,7,2,0,60,0
65-066,99.00%,0,6,0,0,89,1
65-067,99.00%,1,3,0,0,50,0
65-068,71.43%,0,16,0,1,157,0
65-069,99.00%,3,11,0,0,152,0
65-070,99.00%,0,7,0,0,87,0
65-071,99.00%,0,8,0,1,150,0
65-072,83.33%,1,24,1,0,157,0
65-073,99.00%,0,29,0,3,182,0
65-074,83.33%,0,14,1,0,122,0
65-075,99.00%,0,21,1,0,182,1
65-076,99.00%,1,23,0,0,234,0
65-077,99.00%,0,71,5,5,404,1
65-078,99.00%,1,9,0,0,167,0
65-079,99.00%,0,15,1,2,273,1
65-080,99.00%,0,28,0,1,248,0
65-081,99.00%,0,19,2,0,207,0
65-082,99.00%,0,0,0,0,0,0
65-083,75.00%,1,36,0,1,199,0
65-084,99.00%,0,0,0,0,0,0
65-085,57.14%,0,18,0,0,161,2
65-086,57.14%,0,28,0,1,143,0
65-087,99.00%,3,34,0,3,215,0
65-088,88.89%,2,19,0,1,206,0
65-089,88.89%,1,25,0,1,124,0
65-090,99.00%,0,7,0,0,73,0
65-091,50.00%,0,16,1,0,129,0
65-092,50.00%,0,16,0,1,87,0
65-093,50.00%,0,8,1,0,117,0
65-094,99.00%,0,0,0,0,0,0
65-095,99.00%,0,0,0,0,0,0
65-096,99.00%,0,0,0,0,0,0
65-097,99.00%,0,0,0,0,0,0
65-098,99.00%,0,0,0,0,0,0
65-099,99.00%,0,9,0,0,125,1
66-001,75.00%,2,14,0,1,117,0
66-002,75.00%,0,12,1,0,72,0
66-003,91.67%,1,23,0,0,175,0
66-004,50.00%,2,19,1,1,230,0
66-005,99.00%,3,48,2,0,233,0
66-006,91.67%,2,15,0,0,144,0
66-007,99.00%,3,36,4,2,263,0
66-008,91.67%,0,27,0,0,210,0
66-009,91.67%,1,26,2,0,293,0
66-010,99.00%,2,34,2,2,357,1
66-011,91.67%,0,27,0,0,197,0
66-012,91.67%,2,42,0,0,231,0
66-013,91.67%,2,33,2,0,256,0
66-014,99.00%,0,22,3,1,166,0
66-015,99.00%,1,31,1,0,235,0
66-016,99.00%,0,0,0,0,5,0
66-017,99.00%,0,1,0,0,3,0
66-018,99.00%,2,34,1,3,370,0
66-019,71.43%,2,20,1,0,273,0
66-020,99.00%,0,13,2,0,203,0
66-021,99.00%,2,56,1,4,355,0
66-022,99.00%,4,72,0,0,296,1
66-023,99.00%,3,15,0,2,401,1
66-024,99.00%,4,19,1,1,249,0
66-025,99.00%,2,5,0,0,131,0
66-026,99.00%,2,28,1,0,206,0
66-027,99.00%,1,6,0,3,193,0
66-028,99.00%,1,37,0,2,224,0
66-029,99.00%,0,21,0,1,188,0
66-030,99.00%,1,18,1,2,271,0
66-031,99.00%,1,19,1,0,179,0
66-032,88.89%,1,14,0,2,266,0
66-033,88.89%,0,10,1,1,162,0
66-034,57.14%,1,21,0,2,294,0
66-035,57.14%,0,10,0,2,256,0
66-036,57.14%,1,28,1,1,260,0
66-037,99.00%,1,30,0,3,355,0
66-038,99.00%,0,16,1,2,224,0
66-039,58.33%,0,7,0,0,76,0
66-040,99.00%,0,5,2,0,55,0
66-041,99.00%,1,53,2,2,273,0
66-042,99.00%,1,8,0,0,54,0
66-043,99.00%,1,13,1,0,202,0
66-044,99.00%,1,38,2,1,291,0
66-045,99.00%,0,2,0,0,42,0
66-046,99.00%,0,49,0,5,323,0
66-047,84.62%,2,9,2,0,187,0
66-048,99.00%,2,26,1,1,318,0
66-049,99.00%,1,24,2,0,213,0
66-050,99.00%,1,13,0,2,188,0
66-051,99.00%,1,16,0,0,249,0
66-052,99.00%,0,15,0,0,191,0
66-053,99.00%,0,7,0,0,154,0
66-054,99.00%,0,3,0,0,133,0
66-055,99.00%,1,4,0,0,132,0
66-056,99.00%,1,7,0,0,122,1
66-057,58.33%,0,12,0,0,149,0
66-058,84.62%,0,11,1,0,131,0
66-059,84.62%,0,12,1,0,227,0
66-060,84.62%,1,12,1,0,232,0
66-061,84.62%,3,25,0,1,251,0
66-062,84.62%,1,23,1,0,205,0
66-063,84.62%,0,15,0,1,231,0
66-064,84.62%,1,11,1,0,242,0
66-065,99.00%,1,20,0,1,183,1
66-066,99.00%,0,30,3,0,258,0
66-067,99.00%,1,27,1,0,228,0
66-068,99.00%,2,34,4,0,336,0
66-069,99.00%,2,36,2,2,263,0
66-070,99.00%,2,2,0,0,50,0
66-071,99.00%,0,13,2,0,252,0
66-072,99.00%,0,14,0,1,244,0
66-073,99.00%,0,20,2,3,220,0
66-074,99.00%,2,33,1,0,371,1
66-075,99.00%,1,45,5,1,366,0
66-076,84.62%,1,22,2,0,295,0
66-077,99.00%,6,57,2,1,382,0
66-078,99.00%,4,55,3,2,464,0
66-079,99.00%,0,13,0,0,240,0
66-080,99.00%,0,6,0,0,183,0
66-081,99.00%,0,14,0,3,258,0
66-082,99.00%,1,12,0,0,214,0
66-083,62.50%,0,13,0,1,255,0
66-084,62.50%,0,14,1,2,270,0
66-085,84.62%,1,28,0,0,276,1
66-086,84.62%,1,13,1,2,279,0
66-087,84.62%,0,10,1,0,291,0
66-088,62.50%,0,16,0,0,140,0
66-089,62.50%,0,11,3,0,215,0
66-090,63.64%,0,7,0,0,118,0
66-091,75.00%,0,14,0,0,88,0
66-092,99.00%,0,3,0,0,16,0
66-093,84.62%,0,0,0,0,0,0
66-094,88.89%,0,0,0,0,0,0
66-095,84.62%,0,0,0,0,0,0
66-096,99.00%,3,40,1,3,324,0
66-097,99.00%,0,7,0,1,105,0
66-098,99.00%,2,60,1,1,378,0
66-099,91.67%,2,26,2,0,323,0
66-100,99.00%,0,4,0,0,63,0
66-101,99.00%,2,13,0,0,128,0
66-102,99.00%,2,23,1,1,218,1
66-103,57.14%,1,7,0,1,155,0
66-104,88.89%,0,6,0,0,71,0
66-105,91.67%,0,10,0,1,142,0
66-106,99.00%,0,10,2,3,135,0
67-001,99.00%,1,15,0,0,144,0
67-002,84.62%,1,21,1,1,275,0
67-003,99.00%,1,12,0,0,83,0
67-004,58.33%,0,6,0,0,171,0
67-005,58.33%,1,12,0,0,179,0
67-006,92.86%,1,8,0,0,157,0
67-007,92.86%,0,19,0,1,72,0
67-008,92.86%,1,14,0,0,227,0
67-009,92.86%,0,19,1,0,162,0
67-010,92.86%,1,13,0,1,186,0
67-011,99.00%,2,49,5,0,182,2
67-012,92.86%,0,9,0,0,73,0
67-013,92.86%,0,9,1,0,183,0
67-014,92.86%,0,22,2,0,177,0
67-015,92.86%,1,17,0,1,228,0
67-016,92.86%,0,14,0,0,135,0
67-017,99.00%,2,74,1,2,300,2
67-018,99.00%,2,30,0,0,272,0
67-019,77.78%,1,6,0,0,102,0
67-020,99.00%,2,56,1,0,338,0
67-021,99.00%,1,10,0,0,80,0
67-022,99.00%,0,19,1,0,152,0
67-023,99.00%,0,54,0,0,253,0
67-024,99.00%,0,53,1,0,225,0
67-025,99.00%,0,26,0,0,227,0
67-026,99.00%,2,32,2,2,297,0
67-027,99.00%,0,42,0,2,316,0
67-028,99.00%,1,42,1,2,283,0
67-029,99.00%,1,46,1,1,241,0
67-030,99.00%,0,49,0,0,78,0
67-031,99.00%,2,61,3,0,415,0
67-032,99.00%,0,48,0,0,268,0
67-033,41.67%,0,22,2,0,200,0
67-034,99.00%,3,12,1,1,163,0
67-035,99.00%,1,43,3,0,212,0
67-036,41.67%,0,13,0,0,151,0
67-037,99.00%,1,72,0,1,342,0
67-038,99.00%,0,31,2,1,211,0
67-039,99.00%,1,42,1,1,216,0
67-040,99.00%,3,40,1,0,260,1
67-041,99.00%,5,46,4,2,367,0
67-042,85.71%,3,43,2,2,441,0
67-043,99.00%,3,66,6,1,488,0
67-044,99.00%,1,53,3,2,298,0
67-045,99.00%,2,43,0,1,234,0
67-046,99.00%,1,65,3,0,373,1
67-047,41.67%,0,36,1,0,125,0
67-048,41.67%,1,11,0,0,122,0
67-049,41.67%,0,13,0,0,151,1
67-050,41.67%,1,19,0,0,243,0
67-051,99.00%,0,21,1,0,108,1
67-052,41.67%,1,18,1,0,203,0
67-053,41.67%,2,15,0,0,186,0
67-054,99.00%,0,24,0,0,152,0
67-055,99.00%,1,21,0,0,155,0
67-056,99.00%,1,16,0,3,225,4
67-057,99.00%,1,29,2,1,241,0
67-058,41.67%,1,15,0,0,149,0
67-059,41.67%,1,10,0,0,183,0
67-060,41.67%,1,16,1,1,206,1
67-061,99.00%,4,29,2,0,233,0
67-062,99.00%,0,6,2,0,195,1
67-063,90.91%,0,7,0,0,116,0
67-064,90.91%,0,10,0,0,136,0
67-065,41.67%,0,24,0,1,212,0
67-066,99.00%,0,8,0,1,126,0
67-067,90.91%,0,12,2,0,201,0
67-068,99.00%,0,15,0,0,162,0
67-069,90.91%,0,8,0,0,167,0
67-070,90.91%,0,8,0,0,89,0
67-071,90.91%,0,1,1,0,158,0
67-072,99.00%,0,10,1,0,175,0
67-073,99.00%,0,10,0,0,151,0
67-074,99.00%,0,5,0,1,177,0
67-075,99.00%,1,16,1,0,176,0
67-076,99.00%,1,13,0,0,148,0
67-077,99.00%,0,10,1,0,191,0
67-078,99.00%,0,27,1,0,203,0
67-079,99.00%,0,10,0,1,118,1
67-080,99.00%,0,28,2,0,232,0
67-081,99.00%,1,12,0,0,126,0
67-082,99.00%,0,27,1,3,228,0
67-083,99.00%,0,9,0,0,151,0
67-084,99.00%,2,4,1,0,100,0
67-085,99.00%,0,12,0,0,128,0
67-086,93.75%,0,9,0,1,194,0
67-087,93.75%,1,28,0,0,227,0
67-088,99.00%,1,27,2,0,225,1
67-089,99.00%,1,62,2,1,244,0
67-090,99.00%,2,16,0,0,190,0
67-091,99.00%,0,12,1,0,126,0
67-092,99.00%,0,23,0,1,221,0
67-093,99.00%,0,10,0,1,186,0
67-094,99.00%,1,16,0,0,214,1
67-095,99.00%,0,14,0,0,149,0
67-096,99.00%,1,15,1,0,111,0
67-097,99.00%,0,10,0,0,138,0
67-098,99.00%,2,19,2,1,200,0
67-099,99.00%,0,33,0,0,286,0
67-100,99.00%,0,0,0,0,0,0
67-101,99.00%,3,69,0,2,368,0
67-102,99.00%,0,0,0,0,0,0
67-103,99.00%,0,0,0,0,0,0
67-104,99.00%,0,0,0,0,0,0
67-105,99.00%,0,21,2,0,170,0
67-106,99.00%,2,32,1,0,211,0
67-107,41.67%,0,25,0,0,123,0
67-108,99.00%,1,26,0,0,179,0
67-109,58.33%,0,27,0,1,235,0
67-110,84.62%,0,11,0,0,119,0
67-111,99.00%,0,10,0,0,90,0
67-112,99.00%,2,24,0,0,252,0
67-113,99.00%,0,16,1,0,139,0
67-114,93.75%,0,3,0,0,112,0
68-001,99.00%,0,14,0,0,128,0
68-002,99.00%,0,6,0,0,67,0
68-003,99.00%,1,25,2,0,209,0
68-004,99.00%,0,21,2,0,219,0
68-005,99.00%,0,13,0,1,165,0
68-006,99.00%,0,1,1,0,122,0
68-007,99.00%,0,10,0,0,124,1
68-008,99.00%,0,19,0,1,155,0
68-009,99.00%,1,11,0,1,166,2
68-010,99.00%,2,27,0,1,159,0
68-011,99.00%,2,49,3,1,259,0
68-012,99.00%,1,9,1,0,100,0
68-013,99.00%,1,11,4,0,88,0
68-014,99.00%,1,15,0,0,110,0
68-015,99.00%,1,17,0,0,204,0
68-016,99.00%,0,14,0,0,95,1
68-017,99.00%,0,15,0,0,145,1
68-018,99.00%,0,5,0,0,100,0
68-019,99.00%,0,10,3,0,96,0
68-020,99.00%,0,7,0,0,76,0
68-021,99.00%,0,22,0,1,248,0
68-022,99.00%,1,25,1,2,278,0
68-023,99.00%,0,20,1,1,221,0
68-024,99.00%,0,5,1,1,135,0
68-025,99.00%,0,16,0,0,101,0
68-026,99.00%,1,15,0,1,126,0
68-027,99.00%,0,30,0,1,186,0
68-028,99.00%,4,32,0,1,292,0
68-029,99.00%,0,10,0,0,51,0
68-030,99.00%,1,50,2,1,355,0
68-031,99.00%,0,27,0,1,505,3
68-032,99.00%,0,34,1,0,233,1
68-033,99.00%,0,49,2,4,476,0
68-034,99.00%,1,8,1,0,242,0
68-035,99.00%,0,5,1,0,163,0
68-036,99.00%,0,2,0,0,54,0
68-037,88.89%,0,23,1,0,204,0
68-038,99.00%,1,14,0,0,232,0
